Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-20 00:00:00-04:00,38.8575559081044,39.41003300632389,36.463488482486596,36.684478759765625,2350800,0.0,0.0
2019-03-21 00:00:00-04:00,36.82443686566077,36.831801989639565,35.50585768002124,36.0804328918457,1764700,0.0,0.0
2019-03-22 00:00:00-04:00,35.947838176447334,36.79497074614555,35.47639156063192,35.80051040649414,844700,0.0,0.0
2019-03-25 00:00:00-04:00,35.80052479970156,36.389836116440456,35.35854412219201,36.2056770324707,440900,0.0,0.0
2019-03-26 00:00:00-04:00,36.09516908597352,36.64764616382005,35.49112770566481,35.98467254638672,504700,0.0,0.0
2019-03-27 00:00:00-04:00,36.095173121017886,37.40638463313873,36.095173121017886,36.90547180175781,1788600,0.0,0.0
2019-03-28 00:00:00-04:00,37.494788469455024,37.568450974799596,36.76920127062874,37.45795440673828,585400,0.0,0.0
2019-03-29 00:00:00-04:00,36.47822874543186,38.658671449218915,36.22777229904791,38.03253173828125,1769000,0.0,0.0
2019-04-01 00:00:00-04:00,38.52606650507518,40.06563602799711,37.75259918141588,39.410030364990234,19663400,0.0,0.0
2019-04-02 00:00:00-04:00,40.603387489012285,42.27555203859281,39.99934601595341,41.435787200927734,17414200,0.0,0.0
2019-04-03 00:00:00-04:00,42.047195814076474,42.13559137161995,40.890674390180486,41.89986801147461,15066200,0.0,0.0
2019-04-04 00:00:00-04:00,42.135591042783346,44.58122299273806,42.06192573703526,43.98454666137695,13309200,0.0,0.0
2019-04-05 00:00:00-04:00,43.0121880962649,43.44680357503187,41.45052010901923,42.16505813598633,17000800,0.0,0.0
2019-04-08 00:00:00-04:00,41.619951600403965,43.01219377955372,41.45052558596164,42.0987663269043,10764600,0.0,0.0
2019-04-09 00:00:00-04:00,41.840932000286145,42.13558757896774,41.31055589272068,41.45051574707031,9179900,0.0,0.0
2019-04-10 00:00:00-04:00,41.244262060922644,41.55364791600024,40.588653482700146,41.038002014160156,9081900,0.0,0.0
2019-04-11 00:00:00-04:00,41.03064402756934,41.406327318392734,40.38977120908492,40.43396759033203,7346100,0.0,0.0
2019-04-12 00:00:00-04:00,41.20005790852322,42.96798569874718,41.20005790852322,42.945884704589844,9281700,0.0,0.0
2019-04-15 00:00:00-04:00,43.1447789241585,43.35103614619611,42.20188555479356,42.562835693359375,5727300,0.0,0.0
2019-04-16 00:00:00-04:00,43.24791269205385,43.45417274872978,42.60703995427376,43.09321975708008,6681600,0.0,0.0
2019-04-17 00:00:00-04:00,43.424702450480176,43.49836494289766,42.87222532721718,42.96062088012695,6420700,0.0,0.0
2019-04-18 00:00:00-04:00,42.99008879514242,43.174247843915275,42.3934124655025,42.55547332763672,5178800,0.0,0.0
2019-04-22 00:00:00-04:00,42.34184677494564,43.026918638828846,42.17978591809981,42.64386749267578,4401700,0.0,0.0
2019-04-23 00:00:00-04:00,42.201891418806056,42.607040794123385,41.98826623198707,42.459712982177734,5687200,0.0,0.0
2019-04-24 00:00:00-04:00,42.34921881461003,42.64387162556167,41.15218492063613,41.23689651489258,5431300,0.0,0.0
2019-04-25 00:00:00-04:00,41.07483433241513,41.23689519979899,40.382397298214954,40.75808334350586,6260500,0.0,0.0
2019-04-26 00:00:00-04:00,40.735992787920765,40.956983148244134,40.478171169217646,40.699161529541016,4009800,0.0,0.0
2019-04-29 00:00:00-04:00,40.55181778045785,41.019583289549516,40.36765875074638,40.883304595947266,5935200,0.0,0.0
2019-04-30 00:00:00-04:00,41.074837223287346,42.13927921983154,40.95697553236141,41.78937530517578,6454100,0.0,0.0
2019-05-01 00:00:00-04:00,41.85566716948509,42.34184693177939,41.16323017774592,41.347389221191406,7644400,0.0,0.0
2019-05-02 00:00:00-04:00,40.912771202132255,41.612576085375004,38.327176820580036,38.82072448730469,13932700,0.0,0.0
2019-05-03 00:00:00-04:00,39.18904807216735,39.29954182084992,38.098826786909605,39.26271057128906,7401700,0.0,0.0
